uniprot_id,pdb_id,pdb_path,bindingdb_raw,0
Q15743,8Z3O,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15743/8z3o.pdb,,
Q15743,9BHM,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15743/9bhm.pdb,,
Q15743,8Z68,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15743/8z68.pdb,,
Q15743,9BI6,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15743/9bi6.pdb,,
Q15743,8Z5H,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15743/8z5h.pdb,,
P35346,8ZBE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35346/8zbe.pdb,,
P35346,8X8L,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35346/8x8l.pdb,,
P35346,8X8N,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35346/8x8n.pdb,,
P35346,8ZCJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35346/8zcj.pdb,,
P35346,8ZBJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35346/8zbj.pdb,,
P21731,9GG5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21731/9gg5.pdb,,
P21731,6IIV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21731/6iiv.pdb,,
P21731,6IIU,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21731/6iiu.pdb,,
P21731,8XJO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21731/8xjo.pdb,,
P25021,8YN4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25021/8yn4.pdb,,
P25021,9IXJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25021/9ixj.pdb,,
P25021,7UL3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25021/7ul3.pdb,,
P25021,8YN3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25021/8yn3.pdb,,
P25021,8POK,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25021/8pok.pdb,,
Q99527,8XOH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q99527/8xoh.pdb,,
Q99527,8XOI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q99527/8xoi.pdb,,
Q99527,8XOJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q99527/8xoj.pdb,,
Q99527,8XOG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q99527/8xog.pdb,,
P49019,8JEF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49019/8jef.pdb,,
P49019,8IHJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49019/8ihj.pdb,,
P49019,8JEI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49019/8jei.pdb,,
P49019,8IHK,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49019/8ihk.pdb,,
O43613,4ZJ8,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/4zj8.pdb,,
O43613,6TOT,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tot.pdb,,
O43613,6TP4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tp4.pdb,,
O43613,6TP6,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tp6.pdb,,
O43613,6TOD,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tod.pdb,,
O43613,6TOS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tos.pdb,,
O43613,4ZJC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/4zjc.pdb,,
O43613,6TP3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tp3.pdb,,
O43613,6TO7,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6to7.pdb,,
O43613,6TQ4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43613/6tq4.pdb,,
Q8TDS4,8H2G,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8h2g.pdb,,
Q8TDS4,8I7W,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8i7w.pdb,,
Q8TDS4,8IHB,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8ihb.pdb,,
Q8TDS4,7XK2,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/7xk2.pdb,,
Q8TDS4,8IHF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8ihf.pdb,,
Q8TDS4,8IHI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8ihi.pdb,,
Q8TDS4,7ZL9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/7zl9.pdb,,
Q8TDS4,7ZLY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/7zly.pdb,,
Q8TDS4,8IHH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8ihh.pdb,,
Q8TDS4,8I7V,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8TDS4/8i7v.pdb,,
Q8N6U8,8KH4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8N6U8/8kh4.pdb,,
Q8N6U8,8SMV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8N6U8/8smv.pdb,,
P50052,6JOD,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/6jod.pdb,,
P50052,7JNI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/7jni.pdb,,
P50052,5UNH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/5unh.pdb,,
P50052,5XJM,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/5xjm.pdb,,
P50052,5UNF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/5unf.pdb,,
P50052,7C6A,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/7c6a.pdb,,
P50052,5UNG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P50052/5ung.pdb,,
P41146,5DHH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41146/5dhh.pdb,,
P41146,4EA3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41146/4ea3.pdb,,
P41146,8F7X,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41146/8f7x.pdb,,
P41146,5DHG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41146/5dhg.pdb,,
P41231,9K0X,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41231/9k0x.pdb,,
P41231,9K20,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41231/9k20.pdb,,
P41231,9K25,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41231/9k25.pdb,,
Q9HC97,8H8J,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9HC97/8h8j.pdb,,
P41968,8W8X,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41968/8w8x.pdb,,
P41968,8IOC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41968/8ioc.pdb,,
P41968,9K3F,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41968/9k3f.pdb,,
P41968,8KIG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41968/8kig.pdb,,
P41968,8W8W,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41968/8w8w.pdb,,
P41968,8W8Y,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41968/8w8y.pdb,,
P51681,4MBS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/4mbs.pdb,,
P51681,5YD4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/5yd4.pdb,,
P51681,2RLL,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/2rll.pdb,,
P51681,5UIW,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/5uiw.pdb,,
P51681,5YD5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/5yd5.pdb,,
P51681,2L87,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/2l87.pdb,,
P51681,5YD3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/5yd3.pdb,,
P51681,5YY4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/5yy4.pdb,,
P51681,2MZX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/2mzx.pdb,,
P51681,2RRS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51681/2rrs.pdb,,
Q9UNW8,8HQM,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9UNW8/8hqm.pdb,,
Q9UNW8,8HQE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9UNW8/8hqe.pdb,,
Q9UNW8,8HQN,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9UNW8/8hqn.pdb,,
Q9UNW8,8HVI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9UNW8/8hvi.pdb,,
P08173,7TRP,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7trp.pdb,,
P08173,7TRK,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7trk.pdb,,
P08173,6KP6,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/6kp6.pdb,,
P08173,6D9H,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/6d9h.pdb,,
P08173,7TRS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7trs.pdb,,
P08173,7V68,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7v68.pdb,,
P08173,7LD3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7ld3.pdb,,
P08173,5DSG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/5dsg.pdb,,
P08173,7TRQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7trq.pdb,,
P08173,7LD4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08173/7ld4.pdb,,
Q9NS75,9IXX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NS75/9ixx.pdb,,
Q9NS75,6RZ7,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NS75/6rz7.pdb,,
Q9NS75,6RZ9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NS75/6rz9.pdb,,
Q9NS75,6RZ6,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NS75/6rz6.pdb,,
Q9NS75,6RZ8,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NS75/6rz8.pdb,,
Q9NS75,9JH5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NS75/9jh5.pdb,,
P41597,2MLQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/2mlq.pdb,,
P41597,7XA3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/7xa3.pdb,,
P41597,7P8X,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/7p8x.pdb,,
P41597,2MLO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/2mlo.pdb,,
P41597,6GPX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/6gpx.pdb,,
P41597,6GPS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/6gps.pdb,,
P41597,5T1A,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P41597/5t1a.pdb,,
P43252,4F8K,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43252/4f8k.pdb,,
P49146,8K6N,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49146/8k6n.pdb,,
P49146,7X9B,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49146/7x9b.pdb,,
P49146,7YON,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49146/7yon.pdb,,
P49146,7YOO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49146/7yoo.pdb,,
P49146,7DDZ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49146/7ddz.pdb,,
P51684,6WWZ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P51684/6wwz.pdb,,
P0DMS8,9EBH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P0DMS8/9ebh.pdb,,
P0DMS8,9EBI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P0DMS8/9ebi.pdb,,
P0DMS8,8X17,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P0DMS8/8x17.pdb,,
P0DMS8,8X16,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P0DMS8/8x16.pdb,,
P08100,5W0P,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08100/5w0p.pdb,,
P08100,6CMO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08100/6cmo.pdb,,
P08100,5DGY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08100/5dgy.pdb,,
P08100,4ZWJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P08100/4zwj.pdb,,
P14416,7JVR,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/7jvr.pdb,,
P14416,8U02,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/8u02.pdb,,
P14416,7DFP,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/7dfp.pdb,,
P14416,6LUQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/6luq.pdb,,
P14416,9BS9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/9bs9.pdb,,
P14416,8TZQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/8tzq.pdb,,
P14416,8IRS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/8irs.pdb,,
P14416,5AER,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/5aer.pdb,,
P14416,6CM4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/6cm4.pdb,,
P14416,6VMS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P14416/6vms.pdb,,
P43119,8X79,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43119/8x79.pdb,,
P43119,8X7A,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43119/8x7a.pdb,,
P28222,4IAR,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28222/4iar.pdb,,
P28222,5V54,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28222/5v54.pdb,,
P28222,6G79,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28222/6g79.pdb,,
P28222,4IAQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28222/4iaq.pdb,,
P28222,7C61,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28222/7c61.pdb,,
P35367,8X5Y,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/8x5y.pdb,,
P35367,9LRD,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/9lrd.pdb,,
P35367,8X63,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/8x63.pdb,,
P35367,8YN2,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/8yn2.pdb,,
P35367,8X64,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/8x64.pdb,,
P35367,7DFL,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/7dfl.pdb,,
P35367,8X5X,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/8x5x.pdb,,
P35367,9LRB,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/9lrb.pdb,,
P35367,3RZE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P35367/3rze.pdb,,
Q13639,7XT9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q13639/7xt9.pdb,,
Q13639,7XTA,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q13639/7xta.pdb,,
Q13639,7XT8,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q13639/7xt8.pdb,,
Q9GZQ6,9M0R,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9GZQ6/9m0r.pdb,,
Q9GZQ6,9M2F,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9GZQ6/9m2f.pdb,,
P46094,9AST,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46094/9ast.pdb,,
P32239,7XOW,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32239/7xow.pdb,,
P32239,8IA7,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32239/8ia7.pdb,,
P32239,7F8W,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32239/7f8w.pdb,,
P32239,1L4T,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32239/1l4t.pdb,,
P32239,7F8V,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32239/7f8v.pdb,,
Q9NQS5,8J19,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NQS5/8j19.pdb,,
Q9NQS5,8J1A,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NQS5/8j1a.pdb,,
Q9NQS5,8G05,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NQS5/8g05.pdb,,
Q9NQS5,8J18,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9NQS5/8j18.pdb,,
O43614,7SQO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/7sqo.pdb,,
O43614,6TPG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/6tpg.pdb,,
O43614,5WQC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/5wqc.pdb,,
O43614,6TPN,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/6tpn.pdb,,
O43614,5WS3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/5ws3.pdb,,
O43614,7L1U,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/7l1u.pdb,,
O43614,6TPJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/6tpj.pdb,,
O43614,7SR8,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/7sr8.pdb,,
O43614,4S0V,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/4s0v.pdb,,
O43614,7L1V,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43614/7l1v.pdb,,
P02699,1GZM,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1gzm.pdb,,
P02699,1HZX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1hzx.pdb,,
P02699,1L9H,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1l9h.pdb,,
P02699,1F88,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1f88.pdb,,
P02699,1EDS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1eds.pdb,,
P02699,1EDW,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1edw.pdb,,
P02699,1EDV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1edv.pdb,,
P02699,1FDF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1fdf.pdb,,
P02699,1JFP,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1jfp.pdb,,
P02699,1EDX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P02699/1edx.pdb,,
P49286,6ME6,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49286/6me6.pdb,,
P49286,6ME8,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49286/6me8.pdb,,
P49286,7VH0,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49286/7vh0.pdb,,
P49286,6ME7,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49286/6me7.pdb,,
P49286,6ME9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49286/6me9.pdb,,
P32249,7TUZ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32249/7tuz.pdb,,
P32249,7TUY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32249/7tuy.pdb,,
P30411,7F2O,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30411/7f2o.pdb,,
P30411,7F6H,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30411/7f6h.pdb,,
P30411,7F6I,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30411/7f6i.pdb,,
P24530,5XPR,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/5xpr.pdb,,
P24530,6IGL,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/6igl.pdb,,
P24530,6IGK,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/6igk.pdb,,
P24530,5GLI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/5gli.pdb,,
P24530,6LRY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/6lry.pdb,,
P24530,5GLH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/5glh.pdb,,
P24530,5X93,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/5x93.pdb,,
P24530,8IY5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/8iy5.pdb,,
P24530,6K1Q,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/6k1q.pdb,,
P24530,8HBD,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P24530/8hbd.pdb,,
Q9Y5X5,9M54,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5X5/9m54.pdb,,
Q9Y5X5,9M1O,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5X5/9m1o.pdb,,
Q9Y5X5,9JG0,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5X5/9jg0.pdb,,
Q9Y5X5,9JFY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5X5/9jfy.pdb,,
O14843,8J20,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14843/8j20.pdb,,
O14843,8J21,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14843/8j21.pdb,,
P28566,8UH3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28566/8uh3.pdb,,
P28566,8UGY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28566/8ugy.pdb,,
P28566,7E33,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28566/7e33.pdb,,
Q15722,7K15,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15722/7k15.pdb,,
Q15722,7VKT,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q15722/7vkt.pdb,,
P28221,7E32,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28221/7e32.pdb,,
P18089,6K42,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P18089/6k42.pdb,,
P18089,6K41,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P18089/6k41.pdb,,
P20789,4GRV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/4grv.pdb,,
P20789,3ZEV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/3zev.pdb,,
P20789,5T04,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/5t04.pdb,,
P20789,4BWB,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/4bwb.pdb,,
P20789,4XES,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/4xes.pdb,,
P20789,4BV0,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/4bv0.pdb,,
P20789,4XEE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/4xee.pdb,,
P20789,4BUO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P20789/4buo.pdb,,
