Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,QED,QED (raw),gnina score,gnina score (raw),MW,MW (raw),SlogP (RDKit),SlogP (RDKit) (raw),TPSA,TPSA (raw),Number of stereo centers,Number of stereo centers (raw),Number of HB acceptors (Lipinski),Number of HB acceptors (Lipinski) (raw),Number of HB donors (Lipinski),Number of HB donors (Lipinski) (raw),Number of rotatable bonds,Number of rotatable bonds (raw),Number of Heavy atoms,Number of Heavy atoms (raw),Molecular Volume (RDKit),Molecular Volume (RDKit) (raw),SA score,SA score (raw),herg inactive,herg inactive (raw),LogD,LogD (raw),Alerts,Alerts (raw),matching_patterns (Alerts),step
12.1251,13.3447,-13.3447,0.0000000,C#Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)OC(C)(C)C)c23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C#C*|*C(=O)OC(C)(C)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C#C', 'C(=[O,S])[O,S]']",2
23.6589,24.2760,-24.2760,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NN)c12)c1ccc(C(C)C(=O)O)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)(C(=O)O)C|O=C(*)NN,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['[#7;!n][#7;!n]', 'C(=[O,S])[O,S]', '[NH2]', '[OH]']",2
10.5762,10.9939,-10.9939,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(C(C)(C)C)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)(C)(C)C|C(*)(=O)N,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],2
10.2751,10.9506,-10.9505,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(C(C)(C)C)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)(C)(C)C|C(=O)(N)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],2
9.3724,8.7590,-6.4772,0.0045637,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(C)(C)C)cc3)c21,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)(C)(C)C|CC(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.6129085,0.6129,0.0000000,0.0000,0.9999247,396.9180,0.0000000,5.7433,1.0000000,51.1000,1.0000000,1.0000,1.0000000,3.0000,0.9467598,1.0000,0.9825279,3.0000,0.9855343,28.0000,0.9651196,363.4800,0.9191686,2.8884,0.0000000,0.6820,4.1704326,4.1704,1.0000000,1.0000,[],2
11.4702,10.5100,-10.5100,0.0000000,CC(C)c1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)OC(C)(C)C)c23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)(C)C|*C(=O)OC(C)(C)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
21.2641,21.0447,-21.0447,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(CC(=O)N[N+](=O)[O-])cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)C(=O)N[N+](=O)[O-]|CC(C)(OC(=O)*)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['[#7;!n][#7;!n]', 'C(=[O,S])[O,S]']",2
11.8008,10.9222,-10.9222,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(CC(=O)O)cc3)c21,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(*)C(O)=O|CC(*)=O,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",2
19.0958,19.9948,-19.9948,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)C(C)(C)C)c12)c1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(=O)(N1CCN(*)CC1)OC(C)(C)C|*C(=O)C(C)(C)C,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
22.9780,23.1738,-23.1738,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(CC(NC(=O)Oc2ccccc2)C(=O)O)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C(=O)O)(C*)NC(=O)Oc1ccccc1|O(C(*)=O)C(C)(C)C,O=C(NCCc1ccc(CNC(=O)c2cccc3cc[nH]c23)cc1)Oc1ccccc1,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",2
13.5270,11.9624,-9.6892,0.0045464,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(CC(C)(C)C)cc3)c21,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C(C)(C)C)*|O=C(C)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.5700134,0.5700,0.0000000,0.0000,0.9997261,410.9450,0.0000000,6.0344,1.0000000,51.1000,1.0000000,1.0000,1.0000000,3.0000,0.9467598,1.0000,0.9693466,4.0000,0.9825279,29.0000,0.9326238,381.5280,0.9106262,2.9837,0.0000000,0.6919,4.3240809,4.3241,1.0000000,1.0000,[],2
15.2910,13.4619,-13.4619,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C(C)(C)C(=O)O)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C(O)=O)(*)(C)C|O(C(*)=O)C(C)(C)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",2
12.2334,13.7885,-11.5841,0.0044089,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NC(C)(C)C)c12)c1ccc(C(C)(C)C)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C)(C)(*)C|C(C)(NC(*)=O)(C)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.4788904,0.4789,0.0000000,0.0000,0.9857334,454.0140,0.0000000,6.4394,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9825279,3.0000,0.9693466,32.0000,0.7223269,425.0880,0.8991862,3.0993,0.0000000,0.8120,4.3951716,4.3952,1.0000000,1.0000,[],2
18.9763,17.5653,-17.5653,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C2CCN(C(=O)OC(C)(C)C)C2)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C)(C)(C)OC(N1CC(*)CC1)=O|CC(C)(OC(*)=O)C,O=C(NCc1ccc(C2CCNC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
13.7699,13.9386,-13.9386,0.0000000,CCOC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(CC(C)(C)C)cc3)c21,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C)(C*)(C)C|CCOC(*)=O,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
28.1241,26.6388,-25.9154,0.0014467,CC(=O)N1CCN(c2ccc(C(C)NC(=O)c3cc(Cl)cc4ccn(Cc5cc[n+](C)cc5)c34)cc2)CC1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(C)(N1CCN(*)CC1)=O|*Cc1cc[n+](C)cc1,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2ccn(Cc3cc[nH+]cc3)c12,0.3775134,0.3775,0.0000000,0.0000,0.0540349,531.0800,0.0000015,4.3270,1.0000000,61.4600,1.0000000,1.0000,1.0000000,4.0000,0.9467598,1.0000,0.9090909,6.0000,0.9090909,38.0000,0.2183994,483.2240,0.8870759,3.2097,0.0000000,0.9237,1.2272257,1.2272,1.0000000,1.0000,[],2
15.0816,14.0725,-14.0725,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C(Cl)(Cl)Cl)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(Cl)(Cl)(*)Cl|C(C)(C)(C)OC(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
9.0280,7.9892,-7.9892,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C(F)(F)F)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(*)(F)F|CC(C)(OC(*)=O)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
9.3690,7.8261,-7.8261,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C(F)(F)F)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(F)(*)F|O(C(C)(C)C)C(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
7.8173,7.1178,-7.1178,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C(F)(F)F)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(F)(F)*|*C(=O)OC(C)(C)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
10.4564,9.0820,-9.0820,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(F)(F)F)cc3)c21,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(F)(F)*|C(=O)(C)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.6249,0.0000000,0.0000,0.0000000,408.8070,0.0000000,5.4646,0.0000000,51.1000,0.0000000,1.0000,0.0000000,3.0000,0.0000000,1.0000,0.0000000,3.0000,0.0000000,28.0000,0.0000000,331.9440,0.0000000,2.9143,0.0000000,0.6741,0.0000000,4.3613,0.0000000,1.0000,[],2
9.6802,9.3254,-9.3254,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(F)(F)F)cc3)c21,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(F)(F)*|C(C)(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.6249,0.0000000,0.0000,0.0000000,408.8070,0.0000000,5.4646,0.0000000,51.1000,0.0000000,1.0000,0.0000000,3.0000,0.0000000,1.0000,0.0000000,3.0000,0.0000000,28.0000,0.0000000,331.9440,0.0000000,2.9143,0.0000000,0.6741,0.0000000,4.3613,0.0000000,1.0000,[],2
9.4072,8.1765,-8.1765,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(C(F)(F)F)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(F)(F)*|CC(C)(C)OC(*)=O,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
9.1526,10.3045,-10.3045,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OCc3ccccc3)c12)c1ccc(C(F)(F)F)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(F)(F)(F)*|c1ccc(COC(=O)*)cc1,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)OCc3ccccc3)c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
16.7000,16.0518,-16.0518,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(N4CC(C(=O)O)C4)cc3)c21,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C(O)(=O)C1CN(*)C1|*C(C)=O,O=C(NCc1ccc(N2CCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",2
11.3119,13.2600,-11.0310,0.0044581,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)NC(C)C)c23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|*C(NC(C)C)=O,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.6458199,0.6458,0.0000000,0.0000,0.9999176,397.9060,0.0000000,5.0602,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9693466,4.0000,0.9855343,28.0000,0.9669231,362.0480,0.9175866,2.9067,0.0000000,0.7319,3.6697061,3.6697,1.0000000,1.0000,[],2
16.0768,16.3364,-16.3364,0.0000000,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)OCCNC(=O)OC(C)(C)C)c23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|C(OC(C)(C)C)(NCCOC(=O)*)=O,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
5.9872,5.6230,-5.6230,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C)cc3)c21,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|CC(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.7372,0.0000000,0.0000,0.0000000,354.8370,0.0000000,4.7542,0.0000000,51.1000,0.0000000,1.0000,0.0000000,3.0000,0.0000000,1.0000,0.0000000,3.0000,0.0000000,25.0000,0.0000000,314.3600,0.0000000,2.7671,0.0000000,0.5462,0.0000000,3.6960,0.0000000,1.0000,[],2
6.5337,5.8017,-5.8017,0.0000000,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)OC(C)(C)C)c23)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|CC(C)(C)OC(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
6.5102,5.4406,-5.4406,0.0000000,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)OC(C)(C)C)c23)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|CC(C)(OC(*)=O)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
8.4335,10.1195,-7.8866,0.0044657,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C)cc3)c21,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|CCNC(=O)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.6870927,0.6871,0.0000000,0.0000,0.9999774,383.8790,0.0000002,4.6717,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9693466,4.0000,0.9880297,27.0000,0.9824434,345.1280,0.9199596,2.8791,0.0000000,0.5975,3.5372534,3.5373,1.0000000,1.0000,[],2
6.7457,5.0672,-5.0672,0.0000000,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)OC(C)(C)C)c23)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|O(C(*)=O)C(C)(C)C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",2
17.1747,17.5647,-15.4442,0.0042410,COc1cccc(C(=O)n2ccc3cc(Cl)cc(C(=O)NC(C)c4ccc(C)cc4)c32)c1C,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|O(c1cccc(C(=O)*)c1C)C,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)c3ccccc3)c12,0.3911507,0.3912,0.0000000,0.0000,0.9732895,460.9610,0.0000000,6.0996,1.0000000,60.3300,1.0000000,1.0000,1.0000000,4.0000,0.9467598,1.0000,0.9467598,5.0000,0.9631018,33.0000,0.8212175,410.2720,0.9183223,2.8982,0.0000000,0.7928,4.4078708,4.4079,1.0000000,1.0000,[],2
6.0983,7.5140,-7.5140,0.0000000,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(N)=O)c23)cc1,2,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|O=C(N)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],2
13.3492,15.7722,-13.5472,0.0044500,CCCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C)cc3)c21,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|O=C(NCCC)*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.6314484,0.6314,0.0000000,0.0000,0.9999176,397.9060,0.0000000,5.0618,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9467598,5.0000,0.9855343,28.0000,0.9682044,360.9840,0.9203628,2.8743,0.0000000,0.7688,3.7018738,3.7019,1.0000000,1.0000,[],2
12.6233,12.4034,-10.2394,0.0043281,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)c4ccccc4C)c23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|c1(C(=O)*)ccccc1C,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)c3ccccc3)c12,0.4254883,0.4255,0.0000000,0.0000,0.9982756,430.9350,0.0000000,6.0910,1.0000000,51.1000,1.0000000,1.0000,1.0000000,3.0000,0.9467598,1.0000,0.9693466,4.0000,0.9745624,31.0000,0.9246349,384.6720,0.9276116,2.7846,0.0000000,0.8241,4.3861132,4.3861,1.0000000,1.0000,[],2
12.3640,13.8768,-13.8768,0.0000000,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)c4ccc(N=C(N)N)cc4)c23)cc1,1,c1(C(NC(c2ccc([*])cc2)C)=O)c2c(cc(Cl)c1)ccn2[*],C*|c1cc(C(*)=O)ccc1N=C(N)N,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)c3ccccc3)c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],2
