title,abstract,year,doi,pmid,journal,authors,source,query,is_experimental,compound_name,matched_compounds,name,cid,canonical_smiles,iupac_name
Fetal Concentrations of Budesonide and Fluticasone Propionate: a Study in Mice.,"The study goal was to evaluate the transplacental transfer of two corticosteroids, budesonide (BUD) and fluticasone propionate (FP), in pregnant mice and investigate whether P-glycoprotein (P-gp) might be involved in reducing BUD transplacental transfer. Pregnant mice (N = 18) received intravenously either low (104.9 μg/kg) or high (1049 μg/kg) dose of [<sup>3</sup>H]-BUD or a high dose of [<sup>3</sup>H]-FP (1590 μg/kg). In a separate experiment, pregnant mice (N = 12) received subcutaneously either the P-gp inhibitor zosuquidar (20 mg/kg) or vehicle, followed by an intravenous infusion of [<sup>3</sup>H]-BUD (104.9 μg/kg). Total and free (protein unbound) corticosteroid concentrations were determined in plasma, brain, fetus, placenta, kidney, and liver. The ratios of free BUD concentrations in fetus versus plasma K<sub>(fetus, plasma, u, u)</sub> 0.42 ± 0.17 (mean ± SD) for low-dose and 0.38 ± 0.18 for high-dose BUD were significantly different from K = 1 (P < 0.05), contrary to 0.87 ± 0.25 for FP, which was moreover significantly higher than that for matching high-dose BUD (P < 0.01). The BUD brain/plasma ratio was also significantly smaller than K = 1, while these ratios for other tissues were close to 1. In the presence of the P-gp inhibitor, K<sub>(fetus, plasma, u, u)</sub> for BUD (0.59 ± 0.16) was significantly increased over vehicle treatment (0.31 ± 0.10; P < 0.01). This is the first in vivo study demonstrating that transplacental transfer of BUD is significantly lower than FP's transfer and that placental P-gp may be involved in reducing the fetal exposure to BUD. The study provides a mechanistic rationale for BUD's use in pregnancy.",2019,10.1208/s12248-019-0313-2,30993489,,"Zaidi S, Chen MJ, Lee DT, Neubart E, Ewing P, Miller-Larsson A, Hochhaus G.",MED,"""brain plasma ratio""",True,Fluticasone Propionate,"[6, 17]",Fluticasone Propionate,444036.0,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,"[(6S,8S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-17-(fluoromethylsulfanylcarbonyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate"
Fetal Concentrations of Budesonide and Fluticasone Propionate: a Study in Mice.,"The study goal was to evaluate the transplacental transfer of two corticosteroids, budesonide (BUD) and fluticasone propionate (FP), in pregnant mice and investigate whether P-glycoprotein (P-gp) might be involved in reducing BUD transplacental transfer. Pregnant mice (N = 18) received intravenously either low (104.9 μg/kg) or high (1049 μg/kg) dose of [<sup>3</sup>H]-BUD or a high dose of [<sup>3</sup>H]-FP (1590 μg/kg). In a separate experiment, pregnant mice (N = 12) received subcutaneously either the P-gp inhibitor zosuquidar (20 mg/kg) or vehicle, followed by an intravenous infusion of [<sup>3</sup>H]-BUD (104.9 μg/kg). Total and free (protein unbound) corticosteroid concentrations were determined in plasma, brain, fetus, placenta, kidney, and liver. The ratios of free BUD concentrations in fetus versus plasma K<sub>(fetus, plasma, u, u)</sub> 0.42 ± 0.17 (mean ± SD) for low-dose and 0.38 ± 0.18 for high-dose BUD were significantly different from K = 1 (P < 0.05), contrary to 0.87 ± 0.25 for FP, which was moreover significantly higher than that for matching high-dose BUD (P < 0.01). The BUD brain/plasma ratio was also significantly smaller than K = 1, while these ratios for other tissues were close to 1. In the presence of the P-gp inhibitor, K<sub>(fetus, plasma, u, u)</sub> for BUD (0.59 ± 0.16) was significantly increased over vehicle treatment (0.31 ± 0.10; P < 0.01). This is the first in vivo study demonstrating that transplacental transfer of BUD is significantly lower than FP's transfer and that placental P-gp may be involved in reducing the fetal exposure to BUD. The study provides a mechanistic rationale for BUD's use in pregnancy.",2019,10.1208/s12248-019-0313-2,30993489,,"Zaidi S, Chen MJ, Lee DT, Neubart E, Ewing P, Miller-Larsson A, Hochhaus G.",MED,"""brain plasma ratio""",True,Budesonide,"[6, 17]",Budesonide,5281004.0,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one"
Repositioning of Omarigliptin as a once-weekly intranasal Anti-parkinsonian Agent.,"Drug repositioning is a revolution breakthrough of drug discovery that presents outstanding privilege with already safer agents by scanning the existing candidates as therapeutic switching or repurposing for marketed drugs. Sitagliptin, vildagliptin, saxagliptin & linagliptin showed antioxidant and neurorestorative effects in previous studies linked to DPP-4 inhibition. Literature showed that gliptins did not cross the blood brain barrier (BBB) while omarigliptin was the first gliptin that crossed it successfully in the present work. LC-MS/MS determination of once-weekly anti-diabetic DPP-4 inhibitors; omarigliptin & trelagliptin in plasma and brain tissue was employed after 2 h of oral administration to rats. The brain/plasma concentration ratio was used to deduce the penetration power through the BBB. Results showed that only omarigliptin crossed the BBB due to its low molecular weight & lipophilic properties suggesting its repositioning as antiparkinsonian agent. The results of BBB crossing will be of interest for researchers interested in Parkinson's disease. A novel intranasal formulation was developed using sodium lauryl sulphate surfactant to solubilize the lipophilic omarigliptin with penetration enhancing & antimicrobial properties. Intranasal administration showed enhanced brain/plasma ratio by 3.3 folds compared to the oral group accompanied with 2.6 folds increase in brain glucagon-like peptide-1 concentration compared to the control group.",2018,10.1038/s41598-018-27395-0,29895906,,"Ayoub BM, Mowaka S, Safar MM, Ashoush N, Arafa MG, Michel HE, Tadros MM, Elmazar MM, Mousa SA.",MED,"""brain plasma ratio""",True,Omarigliptin,"[2, 30]",Omarigliptin,46209133.0,CS(=O)(=O)N1C=C2CN(CC2=N1)C3CC(C(OC3)C4=C(C=CC(=C4)F)F)N,"(2R,3S,5R)-2-(2,5-difluorophenyl)-5-(2-methylsulfonyl-4,6-dihydropyrrolo[3,4-c]pyrazol-5-yl)oxan-3-amine"
Buparlisib is a brain penetrable pan-PI3K inhibitor.,"Characterization of the genomic landscapes of intracranial tumours has revealed a clear role for the PI3K-AKT-mTOR pathway in tumorigenesis and tumour maintenance of these malignancies, making phosphatidylinositol 3-kinase (PI3K) inhibition a promising therapeutic strategy for these tumours. Buparlisib is a novel pan-PI3K inhibitor that is currently in clinical development for various cancers, including primary and secondary brain tumours. Importantly however, earlier studies have revealed that sufficient brain penetration is a prerequisite for antitumor efficacy against intracranial tumours. We therefore investigated the brain penetration of buparlisib using a comprehensive set of in vitro and in vivo mouse models. We demonstrate that buparlisib has an excellent brain penetration that is unaffected by efflux transporters at the blood-brain barrier, complete oral bioavailability and efficient intracranial target inhibition at clinically achievable plasma concentrations. Together, these characteristics make buparlisib the ideal candidate for intracranially-targeted therapeutic strategies that involve PI3K inhibition.",2018,10.1038/s41598-018-29062-w,30018387,,"de Gooijer MC, Zhang P, Buil LCM, Çitirikkaya CH, Thota N, Beijnen JH, van Tellingen O.",MED,"""brain plasma ratio""",True,Buparlisib,[7],Buparlisib,16654980.0,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,"5-(2,6-dimorpholin-4-ylpyrimidin-4-yl)-4-(trifluoromethyl)pyridin-2-amine"
Quantitation of Cannabidiol (CBD) in brain regions and plasma following intranasal administration of a CBD nanoformulation.,"<h4>Background and objective</h4>Delivering therapeutic drugs to the brain for neurological disorders remains challenging due to the restrictive nature of the blood-brain barrier (BBB). Intranasal (IN) nanoparticle delivery may enhance the bioavailability of lipophilic cannabidiol (CBD), addressing limitations associated with systemic administration.<h4>Methods</h4>Further optimization of nanoparticle properties is necessary to enhance brain uptake and therapeutic potential for neurological disorders. Following IN administration of the nanoformulation, C57BL/6 male mice (3-6 months old, n = 4/group) were euthanized at 2, 4, and 8 h. Plasma, olfactory bulb (OB), hippocampus (HP), striatum (STR), and cortex (CTX) were collected and analyzed for CBD and 7-COOH-CBD using liquid chromatography-mass spectrometry (LC-MS). Two-way analysis of variance with Tukey's multiple comparisons was used for statistical analysis.<h4>Results</h4>CBD levels in the brain peaked at 4 h (5788 ng/mg), while 7-COOH-CBD reached its highest concentration at 2 h (3080 ng/mg). In plasma, maximum CBD levels were detected at 4 h (797 µg/mL), whereas 7-COOH-CBD peaked at 2 h (893 µg/mL). Despite measurable brain penetration, only 0.12% of the administered dose reached brain tissue, with 15.94% retained in plasma.<h4>Conclusion</h4>This is the first study to provide the quantification of CBD and its 7CBD-COOH in various brain regions following IN administration of a CBD nanoformulation. While the approach facilitated brain delivery, overall bioavailability remained low. The use of four mice per group is a limitation that may impact the internal validity of these findings. This study aimed to develop a novel hydrophilic CBD nanoformulation for IN delivery and quantify its distribution and its major metabolite, 7-carboxy-cannabidiol (7CBD-COOH) in distinct brain regions and in plasma of mice.This methodology has the potential to overcome the limits of conventional CBD administration, providing a more effective treatment strategy for targeting brain diseases.",2025,10.1186/s42238-025-00308-5,40847324,,"Upadhyay G, Fihurka O, Patel P, Sanchez-Ramos J.",MED,"""brain penetration""",True,Cannabidiol,[8],Cannabidiol,644019.0,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol"
Quantification of Methylene Blue and Evaluation of Its Pharmacokinetics in ICR Mice by Liquid Chromatography-Quadrupole Time-of-Flight Mass Spectrometry Using Difluoroacetic Acid.,"Methylene blue (MB), a phenothiazine derivative, is currently under clinical trials for Alzheimer's disease (AD) due to its potential to inhibit tau aggregation, a key pathological process in AD. In this study, we developed and qualified a rapid and reliable liquid chromatography-quadrupole time-of-flight mass spectrometry (LC-qTOF-MS) method for the quantification of MB in mouse plasma and brain samples. Chromatographic separation was achieved using a PolymerX RP-1 100 Å (50 × 2 mm, 5 μm) column with a mobile phase consisting of water and methanol containing 0.5% difluoroacetic acid, delivered at a flow rate of 0.5 mL/min. Calibration curves were constructed using quadratic regression (weighted 1/concentration<sup>2</sup>) over a range of 3.05-2222.22 ng/mL in both matrices. The method was successfully applied to characterize the pharmacokinetics of MB in male ICR mice, revealing a high systemic clearance (65.64 mL/min/kg) and substantial brain penetration, as indicated by a brain-to-plasma partition coefficient (K<sub>p,brain</sub>) of 23.50 following single intravenous bolus administration. These findings provide critical insights into MB's in vivo behavior and demonstrate the utility of this bioanalytical method for evaluating MB in preclinical studies.",2025,10.1002/bmc.70080,40254552,,"Park SJ, Lee J, Hwang S, Lim JH, Cho H, Shin YG.",MED,"""brain penetration""",True,Difluoroacetic Acid,"[13, 27]",Difluoroacetic Acid,9788.0,C(C(=O)O)(F)F,"2,2-difluoroacetic acid"
Quantification of Methylene Blue and Evaluation of Its Pharmacokinetics in ICR Mice by Liquid Chromatography-Quadrupole Time-of-Flight Mass Spectrometry Using Difluoroacetic Acid.,"Methylene blue (MB), a phenothiazine derivative, is currently under clinical trials for Alzheimer's disease (AD) due to its potential to inhibit tau aggregation, a key pathological process in AD. In this study, we developed and qualified a rapid and reliable liquid chromatography-quadrupole time-of-flight mass spectrometry (LC-qTOF-MS) method for the quantification of MB in mouse plasma and brain samples. Chromatographic separation was achieved using a PolymerX RP-1 100 Å (50 × 2 mm, 5 μm) column with a mobile phase consisting of water and methanol containing 0.5% difluoroacetic acid, delivered at a flow rate of 0.5 mL/min. Calibration curves were constructed using quadratic regression (weighted 1/concentration<sup>2</sup>) over a range of 3.05-2222.22 ng/mL in both matrices. The method was successfully applied to characterize the pharmacokinetics of MB in male ICR mice, revealing a high systemic clearance (65.64 mL/min/kg) and substantial brain penetration, as indicated by a brain-to-plasma partition coefficient (K<sub>p,brain</sub>) of 23.50 following single intravenous bolus administration. These findings provide critical insights into MB's in vivo behavior and demonstrate the utility of this bioanalytical method for evaluating MB in preclinical studies.",2025,10.1002/bmc.70080,40254552,,"Park SJ, Lee J, Hwang S, Lim JH, Cho H, Shin YG.",MED,"""brain penetration""",True,Methylene Blue,"[13, 27]",Methylene Blue,6099.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],[7-(dimethylamino)phenothiazin-3-ylidene]-dimethylazanium chloride
Methyl-beta-cyclodextrin and myriocin alleviate blood-brain barrier impairment in septic rats.,"In this study, the effect of targeting plasma membranes by depleting cholesterol and inhibiting sphingolipid synthesis using methyl-beta-cyclodextrin (MβCD) and myriocin, respectively, on blood-brain barrier (BBB) integrity was investigated in rats under septic conditions induced by cecal ligation and puncture (CLP). Horseradish peroxidase (HRP) and Evans blue (EB) tracers were used to assess BBB permeability. Caveolin (Cav)-1, claudin-3 and -5, and glucose transporter (Glut)-1 expression was assessed using immunofluorescence staining. In septic rats, MβCD or myriocin significantly attenuated the increased BBB permeability to both tracers. Upon MβCD administration, Cav-1 immunoreactivity decreased in the cerebral cortex; however, it increased markedly in the hippocampus in CLP-operated animals. MβCD and myriocin treatments to septic rats increased claudin-3 immunoreactivity in brain regions, and the difference reached statistical significance with the former treatment. In septic rats, claudin-5 immunoreactivity in brain regions was significantly decreased by MβCD and increased by myriocin. In CLP-operated animals, MβCD and myriocin treatments increased Glut-1 immunoreactivity in the brain regions, with the differences reaching statistical significance in the cerebral cortex and hippocampus by the former, while in only the cerebral cortex by the latter treatment. In conclusion, our results suggest that altering lipid profiles of plasma membranes by MβCD and myriocin can alleviate BBB disruption in septic conditions and, hence, may account for a novel therapeutic modality.",2025,10.1007/s00418-025-02421-1,41060462,,"Akcan U, Bakbak H, Ayvaz E, Atış M, Yılmaz CU, Orhan N, Kotil T, Arıcan N, Ahıshalı B, Kaya M.",MED,"""BBB permeability""",True,Methyl-beta-cyclodextrin,[26],Methyl-beta-cyclodextrin,51051622.0,COC1C(C2C(OC1OC3C(OC(C(C3OC)OC)OC4C(OC(C(C4OC)OC)OC5C(OC(C(C5OC)OC)OC6C(OC(C(C6OC)OC)OC7C(OC(C(C7OC)OC)OC8C(OC(O2)C(C8O)OC)CO)CO)CO)CO)CO)CO)CO)O,"(1S,3R,5R,6R,8R,10R,11R,13R,15R,16R,18R,20R,21R,23R,25R,26R,28R,30R,31S,33R,35R,36R,37S,38R,39S,40R,41S,42R,43S,44R,45S,46R,47S,48R,49S)-5,10,15,20,25,30,35-heptakis(hydroxymethyl)-37,39,40,41,42,43,44,45,46,47,48,49-dodecamethoxy-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,38-diol"
Comparison of the Blood-Brain Barrier Transport and Vulnerability to P-Glycoprotein-Mediated Drug-Drug Interaction of Domperidone versus Metoclopramide Assessed Using In Vitro Assay and PET Imaging.,"Domperidone and metoclopramide are widely prescribed antiemetic drugs with distinct neurological side effects. The impact of P-glycoprotein (P-gp)-mediated efflux at the blood−brain barrier (BBB) on brain exposure and BBB permeation was compared in vitro and in vivo using positron emission tomography (PET) imaging in rats with the radiolabeled analogs [11C]domperidone and [11C]metoclopramide. In P-gp-overexpressing cells, the IC50 of tariquidar, a potent P-gp inhibitor, was drastically different using [11C]domperidone (221 nM [198−248 nM]) or [11C]metoclopramide (4 nM [2−8 nM]) as the substrate. Complete P-gp inhibition led to a 1.8-fold higher increase in the cellular uptake of [11C]domperidone compared with [11C]metoclopramide (p < 0.0001). Brain PET imaging revealed that the baseline brain exposure (AUCbrain) of [11C]metoclopramide was 2.4-fold higher compared with [11C]domperidone (p < 0.001), consistent with a 1.8-fold higher BBB penetration (AUCbrain/AUCplasma). The maximal increase in the brain exposure (2.9-fold, p < 0.0001) and BBB penetration (2.9-fold, p < 0.0001) of [11C]metoclopramide was achieved using 8 mg/kg of tariquidar. In comparison, neither 8 nor 15 mg/kg of tariquidar increased the brain exposure of [11C]domperidone (p > 0.05). Domperidone is an avid P-gp substrate that was in vitro compared with metoclopramide. Domperidone benefits from a lower brain exposure and a limited risk for P-gp-mediated drug−drug interaction involving P-gp inhibition at the BBB.",2022,10.3390/pharmaceutics14081658,36015284,,"Breuil L, Goutal S, Marie S, Del Vecchio A, Audisio D, Soyer A, Goislard M, Saba W, Tournier N, Caillé F.",MED,"""Kp,brain""",True,Domperidone,"[14, 19, 37]",Domperidone,3151.0,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one
Pharmacokinetics of Novel Dopamine Transporter Inhibitor CE-123 and Modafinil with a Focus on Central Nervous System Distribution.,"<i>S</i>-CE-123, a novel dopamine transporter inhibitor, has emerged as a potential candidate for cognitive enhancement. The objective of this study was to compare the tissue distribution profiles, with a specific focus on central nervous system distribution and metabolism, of <i>S</i>-CE-123 and <i>R</i>-modafinil. To address this objective, a precise liquid chromatography-high resolution mass spectrometry method was developed and partially validated. Neuropharmacokinetic parameters were assessed using the Combinatory Mapping Approach. Our findings reveal distinct differences between the two compounds. Notably, <i>S</i>-CE-123 demonstrates a significantly superior extent of transport across the blood-brain barrier (BBB), with an unbound brain-to-plasma concentration ratio (K<sub>p,uu,brain</sub>) of 0.5, compared to <i>R</i>-modafinil's K<sub>p,uu,brain</sub> of 0.1. A similar pattern was observed for the transport across the blood-spinal cord barrier. Concerning the drug transport across cellular membranes, we observed that <i>S</i>-CE-123 primarily localizes in the brain interstitial space, whereas <i>R</i>-modafinil distributes more evenly across both sides of the plasma membrane of the brain's parenchymal cells (K<sub>p,uu,cell</sub>). Furthermore, our study highlights the substantial differences in hepatic metabolic stability, with <i>S</i>-CE-123 having a 9.3-fold faster metabolism compared to <i>R</i>-modafinil. In summary, the combination of improved BBB transport and higher affinity of <i>S</i>-CE-123 to dopamine transporters in comparison to <i>R</i>-modafinil makes <i>S</i>-CE-123 a promising candidate for further testing for the treatment of cognitive decline.",2023,10.3390/ijms242316956,38069277,,"Spreitzer I, Keife J, Strasser T, Kalaba P, Lubec J, Neuhaus W, Lubec G, Langer T, Wackerlig J, Loryan I.",MED,"""Kp,brain""",True,Modafinil,"[18, 29]",Modafinil,4236.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,2-benzhydrylsulfinylacetamide
Pharmacokinetics of Novel Dopamine Transporter Inhibitor CE-123 and Modafinil with a Focus on Central Nervous System Distribution.,"<i>S</i>-CE-123, a novel dopamine transporter inhibitor, has emerged as a potential candidate for cognitive enhancement. The objective of this study was to compare the tissue distribution profiles, with a specific focus on central nervous system distribution and metabolism, of <i>S</i>-CE-123 and <i>R</i>-modafinil. To address this objective, a precise liquid chromatography-high resolution mass spectrometry method was developed and partially validated. Neuropharmacokinetic parameters were assessed using the Combinatory Mapping Approach. Our findings reveal distinct differences between the two compounds. Notably, <i>S</i>-CE-123 demonstrates a significantly superior extent of transport across the blood-brain barrier (BBB), with an unbound brain-to-plasma concentration ratio (K<sub>p,uu,brain</sub>) of 0.5, compared to <i>R</i>-modafinil's K<sub>p,uu,brain</sub> of 0.1. A similar pattern was observed for the transport across the blood-spinal cord barrier. Concerning the drug transport across cellular membranes, we observed that <i>S</i>-CE-123 primarily localizes in the brain interstitial space, whereas <i>R</i>-modafinil distributes more evenly across both sides of the plasma membrane of the brain's parenchymal cells (K<sub>p,uu,cell</sub>). Furthermore, our study highlights the substantial differences in hepatic metabolic stability, with <i>S</i>-CE-123 having a 9.3-fold faster metabolism compared to <i>R</i>-modafinil. In summary, the combination of improved BBB transport and higher affinity of <i>S</i>-CE-123 to dopamine transporters in comparison to <i>R</i>-modafinil makes <i>S</i>-CE-123 a promising candidate for further testing for the treatment of cognitive decline.",2023,10.3390/ijms242316956,38069277,,"Spreitzer I, Keife J, Strasser T, Kalaba P, Lubec J, Neuhaus W, Lubec G, Langer T, Wackerlig J, Loryan I.",MED,"""Kp,brain""",True,Focus,"[18, 29]",Focus,135499147.0,CCCC(=NOCC)C1=C(CC(CC1=O)C2CCCSC2)O,2-(N-ethoxy-C-propylcarbonimidoyl)-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one
Brain Distribution of Berzosertib: An Ataxia Telangiectasia and Rad3-Related Protein Inhibitor for the Treatment of Glioblastoma.,"The effective treatment of brain tumors is a considerable challenge in part because of the presence of the blood-brain barrier (BBB) that limits drug delivery. Glioblastoma multiforme (GBM) is an aggressive and infiltrative primary brain tumor with an extremely poor prognosis after standard-of-care therapy with surgery, radiotherapy (RT), and chemotherapy. DNA damage response (DDR) pathways play a critical role in DNA repair in cancer cells, and inhibition of these pathways can potentially augment RT and chemotherapy tumor cell toxicity. The ataxia telangiectasia and Rad3-related protein (ATR) kinase is a key regulator of the DDR network and is potently and selectively inhibited by the ATR inhibitor berzosertib. Although in vitro studies demonstrate a synergistic effect of berzosertib in combination with temozolomide, in vivo efficacy studies have yet to recapitulate this observation using intracranial tumor models. In the current study, we demonstrate that delivery of berzosertib to the brain is restricted by efflux at the BBB. Berzosertib has a high binding affinity to brain tissue compared with plasma, thereby leading to low free drug concentrations in the brain. Berzosertib distribution is heterogenous within the tumor, wherein concentrations are substantially lower in normal brain and invasive tumor rim (wherein the BBB is intact) when compared with those in the tumor core (wherein the BBB is leaky). These results demonstrate that high tissue binding and limited and heterogenous brain distribution of berzosertib may be important factors that influence the efficacy of berzosertib therapy in GBM. SIGNIFICANCE STATEMENT: This study examined the brain delivery and efficacy of berzosertib in patient-derived xenograft models of glioblastoma multiforme (GBM). Berzosertib is actively effluxed at the blood-brain barrier and is highly bound to brain tissue, leading to low free drug concentrations in the brain. Berzosertib is heterogeneously distributed into different regions of the brain and tumor and, in this study, was not efficacious in vivo when combined with temozolomide. These factors inform the future clinical utility of berzosertib for GBM.",2021,10.1124/jpet.121.000845,34556535,,"Talele S, Zhang W, Burgenske DM, Kim M, Mohammad AS, Dragojevic S, Gupta SK, Bindra RS, Sarkaria JN, Elmquist WF.",MED,"""Kp,brain""",True,Treatment,"[5, 37, 38]",Treatment,26041.0,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],zinc bis(1-oxidopyridin-1-ium-2-thiolate)
Brain Distribution of Berzosertib: An Ataxia Telangiectasia and Rad3-Related Protein Inhibitor for the Treatment of Glioblastoma.,"The effective treatment of brain tumors is a considerable challenge in part because of the presence of the blood-brain barrier (BBB) that limits drug delivery. Glioblastoma multiforme (GBM) is an aggressive and infiltrative primary brain tumor with an extremely poor prognosis after standard-of-care therapy with surgery, radiotherapy (RT), and chemotherapy. DNA damage response (DDR) pathways play a critical role in DNA repair in cancer cells, and inhibition of these pathways can potentially augment RT and chemotherapy tumor cell toxicity. The ataxia telangiectasia and Rad3-related protein (ATR) kinase is a key regulator of the DDR network and is potently and selectively inhibited by the ATR inhibitor berzosertib. Although in vitro studies demonstrate a synergistic effect of berzosertib in combination with temozolomide, in vivo efficacy studies have yet to recapitulate this observation using intracranial tumor models. In the current study, we demonstrate that delivery of berzosertib to the brain is restricted by efflux at the BBB. Berzosertib has a high binding affinity to brain tissue compared with plasma, thereby leading to low free drug concentrations in the brain. Berzosertib distribution is heterogenous within the tumor, wherein concentrations are substantially lower in normal brain and invasive tumor rim (wherein the BBB is intact) when compared with those in the tumor core (wherein the BBB is leaky). These results demonstrate that high tissue binding and limited and heterogenous brain distribution of berzosertib may be important factors that influence the efficacy of berzosertib therapy in GBM. SIGNIFICANCE STATEMENT: This study examined the brain delivery and efficacy of berzosertib in patient-derived xenograft models of glioblastoma multiforme (GBM). Berzosertib is actively effluxed at the blood-brain barrier and is highly bound to brain tissue, leading to low free drug concentrations in the brain. Berzosertib is heterogeneously distributed into different regions of the brain and tumor and, in this study, was not efficacious in vivo when combined with temozolomide. These factors inform the future clinical utility of berzosertib for GBM.",2021,10.1124/jpet.121.000845,34556535,,"Talele S, Zhang W, Burgenske DM, Kim M, Mohammad AS, Dragojevic S, Gupta SK, Bindra RS, Sarkaria JN, Elmquist WF.",MED,"""Kp,brain""",True,Berzosertib,"[5, 37, 38]",Berzosertib,59472121.0,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,"3-[3-[4-(methylaminomethyl)phenyl]-1,2-oxazol-5-yl]-5-(4-propan-2-ylsulfonylphenyl)pyrazin-2-amine"
Age dependency of cerebral P-glycoprotein function in wild-type and APPPS1 mice measured with PET.,"P-glycoprotein (P-gp, ABCB1) is an efflux transporter at the blood-brain barrier (BBB), which mediates clearance of beta-amyloid (Aβ) from brain into blood. We used (<i>R</i>)-[<sup>11</sup>C]verapamil PET in combination with partial P-gp inhibition with tariquidar to measure cerebral P-gp function in a beta-amyloidosis mouse model (APPtg) and in control mice at three different ages (50, 200 and 380 days). Following tariquidar pre-treatment (4 mg/kg), whole brain-to-plasma radioactivity concentration ratios (<i>K</i><sub>p,brain</sub>) were significantly higher in APPtg than in wild-type mice aged 50 days, pointing to decreased cerebral P-gp function. Moreover, we found an age-dependent decrease in cerebral P-gp function in both wild-type and APPtg mice of up to -50%. Alterations in P-gp function were more pronounced in Aβ-rich brain regions (hippocampus, cortex) than in a control region with negligible Aβ load (cerebellum). PET results were confirmed by immunohistochemical staining of P-gp in brain microvessels. Our results confirm previous findings of reduced P-gp function in Alzheimer's disease mouse models and show that our PET protocol possesses adequate sensitivity to measure these functional changes in vivo. Our PET protocol may find use in clinical studies to test the efficacy of drugs to induce P-gp function at the human BBB to enhance Aβ clearance.",2020,10.1177/0271678x18806640,30354871,,"Zoufal V, Wanek T, Krohn M, Mairinger S, Filip T, Sauberer M, Stanek J, Pekar T, Bauer M, Pahnke J, Langer O.",MED,"""Kp,brain""",True,Age,"[2, 19]",Age,7838.0,C=CCOCC1CO1,2-(prop-2-enoxymethyl)oxirane
