,molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,uniprot_id,target_pref_name.1,readout,doi,year,publication_date,smiles,pActivity
1532,CHEMBL6029039,CHEMBL4792,Orexin receptor type 2,IC50,=,14.4,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,Cc1cccc(C(=O)N2C[C@H](Sc3cc(C#N)ccn3)CC[C@H]2C)c1-n1nccn1,7.84163750790475
1533,CHEMBL6006685,CHEMBL4792,Orexin receptor type 2,IC50,=,20.8,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cccc(F)c1-n1nccn1,7.68193666503724
1534,CHEMBL5900932,CHEMBL4792,Orexin receptor type 2,IC50,=,15.5,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccc(Cl)cc1-n1nccn1,7.80966830182971
1535,CHEMBL5998577,CHEMBL4792,Orexin receptor type 2,IC50,=,26.1,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccc(F)cc1-n1nccn1,7.58335949266172
1536,CHEMBL5943745,CHEMBL4792,Orexin receptor type 2,IC50,=,49.0,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,Cc1ccc(C(=O)N2C[C@H](Sc3cc(C#N)ccn3)CC[C@H]2C)c(-n2nccn2)c1,7.30980391997149
1537,CHEMBL5984604,CHEMBL4792,Orexin receptor type 2,IC50,=,224.0,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,COc1ccc(C(=O)N2C[C@H](Sc3cc(C#N)ccn3)CC[C@H]2C)c(-n2nccn2)c1,6.64975198166584
1538,CHEMBL6018120,CHEMBL4792,Orexin receptor type 2,IC50,=,14.9,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cc(Br)ccc1-n1nccn1,7.82681373158773
1539,CHEMBL5941169,CHEMBL4792,Orexin receptor type 2,IC50,=,214.0,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cc(Cl)ccc1-n1nccn1,6.66958622665081
1540,CHEMBL5975296,CHEMBL4792,Orexin receptor type 2,IC50,=,16.7,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1-c1ccccc1,7.77728352885242
1541,CHEMBL5805071,CHEMBL4792,Orexin receptor type 2,IC50,=,62.7,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1Oc1ccccc1,7.20273245916928
1542,CHEMBL5907413,CHEMBL4792,Orexin receptor type 2,IC50,=,18.3,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1C1CC1,7.73754891026957
1543,CHEMBL6001639,CHEMBL4792,Orexin receptor type 2,IC50,=,30.3,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1-c1cnn(C)c1,7.5185573714977
1544,CHEMBL5865869,CHEMBL4792,Orexin receptor type 2,IC50,=,71.9,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1cccnc1-c1ccccc1,7.14327110961712
1545,CHEMBL5913392,CHEMBL4792,Orexin receptor type 2,IC50,=,29.4,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,CC(C)Oc1ccccc1C(=O)N1C[C@H](Sc2cc(C#N)ccn2)CC[C@H]1C,7.53165266958784
1546,CHEMBL5803521,CHEMBL4792,Orexin receptor type 2,IC50,=,75.4,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,CSc1ccccc1C(=O)N1C[C@H](Sc2cc(C#N)ccn2)CC[C@H]1C,7.12262865413023
1547,CHEMBL5918085,CHEMBL4792,Orexin receptor type 2,IC50,=,36.6,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1C1CCCCO1,7.43651891460559
1548,CHEMBL5972603,CHEMBL4792,Orexin receptor type 2,IC50,=,103.0,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1N1CCCC1,6.98716277529483
1549,CHEMBL5874558,CHEMBL4792,Orexin receptor type 2,IC50,=,19.0,nM,CHEMBL5732097,B,"FLIPR Ca2+ Flux Assay: In a typical experiment the OX1 and OX2 receptor antagonistic activity of the compounds of the present invention was determined in accordance with the following experimental method. For intracellular calcium measurements, Chinese hamster ovary (CHO) cells expressing the rat orexin-1 receptor or the human orexin-2 receptor, are grown in Iscove's modified DMEM containing 2 mM L-glutamine, 0.5 g/ml G418, 1% hypoxanthine-thymidine supplement, 100 U/ml penicillin, 100 μg/ml streptomycin and 10% heat-inactivated fetal calf serum (FCS). The cells are seeded at 20,000 cells/well into Becton-Dickinson black 384-well clear bottom sterile plates coated with poly-D-lysine. All reagents were from GIBCO-Invitrogen Corp. The seeded plates are incubated overnight at 37° C. and 5% CO2. Ala-6,12 human orexin-A as the agonist is prepared as a 1 mM stock solution in 1% bovine serum albumin (BSA) and diluted in assay buffer (HBSS containing 20 mM HEPES, 0.1% BSA and 2.5 mM probenecid, pH7.4) for use in the assay at a final concentration of 70 pM. Test compounds are prepared as 10 mM stock solution in DMSO, then diluted in 384-well plates, first in DMSO, then assay buffer. On the day of the assay, cells are washed 3 times with 100 μl assay buffer and then incubated for 60 min (37° C., 5% CO2) in 60 μl assay buffer containing 1 μM Fluo-4AM ester, 0.02% pluronic acid, and 1% BSA.",CHEMBL5726120,O43614,Orexin receptor type 2,IC50,,2017,,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccsc1-c1ncccn1,7.72124639904717
